order_id,order_date,quarter,region,sales_rep,product_category,product_name,customer_type,deal_size,quantity,unit_price,discount_pct,deal_value,deal_status,sale_unit_price,revenue,unit_cost,cost,gross_profit,discount_band
ORD-105546,2025-01-21,2025-Q1,West,Ava Thornton,Flooring,Carpet Tile Commercial,General Contractor,Medium,368,48.32,0.0552,17781.76,Lost,45.65,0.0,32.86,0.0,0.0,5-10%
ORD-102541,2025-01-21,2025-Q1,South,Miguel Santos,Hardware & Fasteners,"Framing Nails 3.5"" (5000ct)",Homebuilder,Small,561,3.39,0.1801,1901.79,Lost,2.78,0.0,2.85,0.0,0.0,15-20%
ORD-100975,2025-01-21,2025-Q1,North,Dana Whitfield,Windows & Doors,Vinyl Double-Hung Window,Homebuilder,Large,199,355.42,0.0032,70728.58,Won,354.29,70503.71,234.58,46681.42,23822.29,0-5%
ORD-103976,2025-01-21,2025-Q1,East,Devon Park,Hardware & Fasteners,"Deck Screws #9 x 2.5""",Homebuilder,Medium,1841,3.12,0.011,5743.92,Won,3.09,5688.69,2.62,4823.42,865.27,0-5%
ORD-100923,2025-01-21,2025-Q1,North,Priya Nadella,Windows & Doors,Vinyl Double-Hung Window,Homebuilder,Large,108,286.64,0.1033,30957.12,Won,257.02,27758.16,189.18,20431.44,7326.72,10-15%
ORD-100865,2025-01-21,2025-Q1,North,Elena Vasquez,Flooring,LVP Waterproof (sqft),General Contractor,Medium,220,42.3,0.1,9306.0,Won,38.07,8375.4,28.76,6327.2,2048.2,5-10%
ORD-107082,2025-01-21,2025-Q1,Central,Leo Castellano,Insulation,Fiberglass Batt R-13,General Contractor,Medium,729,26.52,0.0922,19333.08,Lost,24.07,0.0,20.16,0.0,0.0,5-10%
ORD-107016,2025-01-22,2025-Q1,Central,Owen Fletcher,Insulation,Mineral Wool R-23,Homebuilder,Medium,652,29.71,0.0704,19370.92,Lost,27.62,0.0,22.58,0.0,0.0,5-10%
ORD-102423,2025-01-22,2025-Q1,South,Travis Buford,Windows & Doors,Commercial Storefront Unit,DIY/Individual,Large,108,311.71,0.0195,33664.68,Won,305.63,33008.04,205.73,22218.84,10789.2,0-5%
ORD-103988,2025-01-22,2025-Q1,East,Andre Coleman,Hardware & Fasteners,"Anchor Bolts 5/8""",Retailer,Small,828,2.97,0.0216,2459.16,Won,2.91,2409.48,2.49,2061.72,347.76,0-5%
ORD-105609,2025-01-22,2025-Q1,West,Maya Iyer,Flooring,Laminate 12mm,Government/Municipal,Large,663,43.2,0.0129,28641.6,Won,42.64,28270.32,29.38,19478.94,8791.38,0-5%
ORD-100960,2025-01-22,2025-Q1,North,Priya Nadella,Concrete & Masonry,Brick Modular (pallet),General Contractor,Small,234,20.75,0.0516,4855.5,Won,19.68,4605.12,16.19,3788.46,816.66,5-10%
ORD-102396,2025-01-22,2025-Q1,South,Miguel Santos,Drywall,Joint Compound 4.5gal,General Contractor,Small,192,13.94,0.0787,2676.48,Won,12.84,2465.28,11.43,2194.56,270.72,5-10%
ORD-102459,2025-01-22,2025-Q1,South,Travis Buford,Flooring,Carpet Tile Commercial,DIY/Individual,Small,94,50.04,0.0833,4703.76,Lost,45.87,0.0,34.03,0.0,0.0,5-10%
ORD-100795,2025-01-22,2025-Q1,North,Dana Whitfield,Concrete & Masonry,Rebar #4 20ft,Homebuilder,Medium,418,20.08,0.0327,8393.44,Won,19.42,8117.56,15.66,6545.88,1571.68,0-5%
ORD-100790,2025-01-22,2025-Q1,North,Grant Holloway,Drywall,"Cement Board 1/2""",DIY/Individual,Small,134,15.65,0.0662,2097.1,Won,14.61,1957.74,12.83,1719.22,238.52,5-10%
ORD-100863,2025-01-22,2025-Q1,North,Grant Holloway,Concrete & Masonry,Brick Modular (pallet),Homebuilder,Large,1906,20.6,0.0525,39263.6,Won,19.52,37205.12,16.07,30629.42,6575.7,5-10%
ORD-107068,2025-01-22,2025-Q1,Central,DerekSullivan,Concrete & Masonry,Rebar #4 20ft,General Contractor,Large,1628,21.03,0.0467,34236.84,Won,20.05,32641.4,16.4,26699.2,5942.2,0-5%
ORD-102518,2025-01-22,2025-Q1,South,Kayla Mendez,Lumber,"OSB Sheathing 7/16""",General Contractor,Medium,1181,6.36,0.1186,7511.16,Won,5.61,6625.41,5.47,6460.07,165.34,10-15%
ORD-102406,2025-01-22,2025-Q1,South,Ronnie Prewitt,Insulation,Fiberglass Batt R-13,Homebuilder,Medium,612,26.29,0.1438,16089.48,Lost,22.51,0.0,19.98,0.0,0.0,10-15%
ORD-107087,2025-01-22,2025-Q1,Central,Owen Fletcher,Insulation,Fiberglass Batt R-13,General Contractor,Medium,221,27.35,0.012,6044.35,Won,27.02,5971.42,20.79,4594.59,1376.83,0-5%
ORD-102468,2025-01-23,2025-Q1,South,Wade Hutchins,Lumber,"Plywood CDX 3/4""",General Contractor,Medium,1072,6.18,0.1279,6624.96,Lost,5.39,0.0,5.31,0.0,0.0,10-15%
ORD-102511,2025-01-23,2025-Q1,South,Ronnie Prewitt,Hardware & Fasteners,"Anchor Bolts 5/8""",DIY/Individual,Small,333,2.77,0.1275,922.41,Won,2.42,805.86,2.33,775.89,29.97,10-15%
ORD-105447,2025-01-23,2025-Q1,West,Cole Sanderson,Roofing,Ridge Vent 4ft,Homebuilder,Large,392,102.21,0.0274,40066.32,Won,99.41,38968.72,71.55,28047.6,10921.12,0-5%
ORD-107150,2025-01-23,2025-Q1,Central,Hannah Voss,Concrete & Masonry,Brick Modular (pallet),Homebuilder,Medium,429,23.92,0.053,10261.68,Lost,22.65,0.0,18.66,0.0,0.0,5-10%
ORD-107105,2025-01-23,2025-Q1,Central,Leo Castellano,Windows & Doors,Sliding Patio Door,General Contractor,Medium,32,313.36,0.0965,10027.52,Won,283.13,9060.16,206.82,6618.24,2441.92,5-10%
ORD-107038,2025-01-23,2025-Q1,Central,Bianca Ruiz,Flooring,Engineered Hardwood Oak,Homebuilder,Large,746,42.76,0.0141,31898.96,Won,42.16,31451.36,29.08,21693.68,9757.68,0-5%
ORD-105621,2025-01-23,2025-Q1,West,Cole Sanderson,Flooring,Porcelain Tile 24x24,Government/Municipal,Large,787,41.33,0.0783,32526.71,Won,38.09,29976.83,28.1,22114.7,7862.13,5-10%
ORD-102483,2025-01-23,2025-Q1,South,Kayla Mendez,Insulation,Spray Foam Kit 600bf,Retailer,Medium,164,31.45,0.1212,5157.8,Lost,27.64,0.0,23.9,0.0,0.0,10-15%
ORD-107131,2025-01-23,2025-Q1,Central,DerekSullivan,Hardware & Fasteners,"Framing Nails 3.5"" (5000ct)",Government/Municipal,Small,816,3.35,0.0872,2733.6,Won,3.06,2496.96,2.81,2292.96,204.0,5-10%
ORD-105512,2025-01-24,2025-Q1,West,Ava Thornton,Flooring,Carpet Tile Commercial,Homebuilder,Large,1120,46.61,0.0543,52203.2,Won,44.08,49369.6,31.69,35492.8,13876.8,5-10%
ORD-104003,2025-01-24,2025-Q1,East,Andre Coleman,Hardware & Fasteners,Joist Hangers 2x8,Homebuilder,Medium,1750,2.86,0.0582,5005.0,Lost,2.69,0.0,2.4,0.0,0.0,5-10%
ORD-107085,2025-01-24,2025-Q1,Central,Owen Fletcher,Lumber,2x6 Pressure-Treated 12ft,Homebuilder,Medium,2184,6.6,0.0522,14414.4,Won,6.26,13671.84,5.68,12405.12,1266.72,5-10%
ORD-100956,2025-01-24,2025-Q1,North,Marcus Preston,Concrete & Masonry,Rebar #4 20ft,Retailer,Medium,870,21.75,0.0248,18922.5,Won,21.21,18452.7,16.96,14755.2,3697.5,0-5%
ORD-103884,2025-01-24,2025-Q1,East,Nina Abrams,Roofing,TPO Membrane 60mil,General Contractor,Large,520,110.7,0.0387,57564.0,Lost,106.41,0.0,77.49,0.0,0.0,0-5%
ORD-105575,2025-01-24,2025-Q1,West,Sam Kowalski,Insulation,Rigid Foam R-10 4x8,General Contractor,Medium,525,30.82,0.0582,16180.5,Won,29.03,15240.75,23.42,12295.5,2945.25,5-10%
ORD-100908,2025-01-24,2025-Q1,North,Elena Vasquez,Hardware & Fasteners,"Framing Nails 3.5"" (5000ct)",Homebuilder,Small,572,3.27,0.0526,1870.44,Won,3.1,1773.2,2.75,1573.0,200.2,5-10%
ORD-102393,2025-01-24,2025-Q1,South,Ronnie Prewitt,Hardware & Fasteners,Joist Hangers 2x8,General Contractor,Small,587,2.77,0.2084,1625.99,Lost,2.19,0.0,2.33,0.0,0.0,20-25%
ORD-100785,2025-01-24,2025-Q1,North,Marcus Preston,Hardware & Fasteners,"Anchor Bolts 5/8""",General Contractor,Small,547,2.74,0.0856,1498.78,Lost,2.51,0.0,2.3,0.0,0.0,5-10%
ORD-105622,2025-01-24,2025-Q1,West,Sam Kowalski,Windows & Doors,Impact-Rated Window,Government/Municipal,Enterprise,283,356.84,0.0559,100985.72,Lost,336.89,0.0,235.51,0.0,0.0,5-10%
ORD-103855,2025-01-24,2025-Q1,East,Rachel Lindqvist,Windows & Doors,Vinyl Double-Hung Window,Homebuilder,Large,255,329.73,0.0397,84081.15,Won,316.64,80743.2,217.62,55493.1,25250.1,0-5%
ORD-102521,2025-01-24,2025-Q1,South,Sharon Dell,Roofing,Standing Seam Metal Panel,Homebuilder,Large,314,97.18,0.1397,30514.52,Lost,83.61,0.0,68.03,0.0,0.0,10-15%
ORD-105429,2025-01-24,2025-Q1,West,Julia Reyes,Windows & Doors,Sliding Patio Door,General Contractor,Large,124,318.93,0.0365,39547.32,Lost,307.3,0.0,210.49,0.0,0.0,0-5%
ORD-100825,2025-01-25,2025-Q1,North,Grant Holloway,Insulation,Spray Foam Kit 600bf,General Contractor,Medium,612,28.96,0.06,17723.52,Lost,27.22,0.0,22.01,0.0,0.0,5-10%
ORD-100797,2025-01-25,2025-Q1,North,Dana Whitfield,Roofing,Ridge Vent 4ft,Homebuilder,Large,672,91.9,0.0429,61756.8,Lost,87.96,0.0,64.33,0.0,0.0,0-5%
ORD-103814,2025-01-25,2025-Q1,East,Nina Abrams,Lumber,"Plywood CDX 3/4""",Retailer,Medium,1672,6.9,0.106,11536.8,Lost,6.17,0.0,5.93,0.0,0.0,10-15%
ORD-105625,2025-01-25,2025-Q1,West,Brett Okafor,Flooring,LVP Waterproof (sqft),General Contractor,Large,873,45.3,0.0,39546.9,Won,45.3,39546.9,30.8,26888.4,12658.5,0-5%
ORD-100867,2025-01-25,2025-Q1,North,Marcus Preston,Windows & Doors,Fiberglass Entry Door,Homebuilder,Large,222,302.21,0.026,67090.62,Won,294.35,65345.7,199.46,44280.12,21065.58,0-5%
ORD-107009,2025-01-25,2025-Q1,Central,DerekSullivan,Roofing,Underlayment Synthetic,Government/Municipal,Large,671,95.15,0.0686,63845.65,Lost,88.62,0.0,66.61,0.0,0.0,5-10%
ORD-103912,2025-01-25,2025-Q1,East,Rachel Lindqvist,Windows & Doors,Fiberglass Entry Door,General Contractor,Large,90,364.62,0.0437,32815.8,Lost,348.69,0.0,240.65,0.0,0.0,0-5%
ORD-102436,2025-01-25,2025-Q1,South,Ronnie Prewitt,Lumber,LVL Beam 1.75x11.875,Retailer,Medium,1592,6.18,0.11,9838.56,Won,5.5,8756.0,5.31,8453.52,302.48,10-15%
ORD-107177,2025-01-25,2025-Q1,Central,Hannah Voss,Insulation,Blown-In Cellulose,Homebuilder,Small,106,27.82,0.0642,2948.92,Lost,26.03,0.0,21.14,0.0,0.0,5-10%
ORD-102428,2025-01-25,2025-Q1,South,Kayla Mendez,Insulation,Blown-In Cellulose,General Contractor,Medium,918,20.98,0.1328,19259.64,Won,18.19,16698.42,15.94,14632.92,2065.5,10-15%
ORD-102455,2025-01-26,2025-Q1,South,Wade Hutchins,Hardware & Fasteners,"Deck Screws #9 x 2.5""",General Contractor,Small,675,3.07,0.1068,2072.25,Lost,2.74,0.0,2.58,0.0,0.0,10-15%
ORD-103875,2025-01-26,2025-Q1,East,Rachel Lindqvist,Drywall,Drywall Tape 500ft,Retailer,Small,354,13.0,0.0551,4602.0,Won,12.28,4347.12,10.66,3773.64,573.48,5-10%
ORD-100971,2025-01-26,2025-Q1,North,Grant Holloway,Flooring,Porcelain Tile 24x24,Homebuilder,Large,835,42.17,0.1071,35211.95,Won,37.66,31446.1,28.68,23947.8,7498.3,10-15%
ORD-102484,2025-01-26,2025-Q1,South,Miguel Santos,Insulation,Blown-In Cellulose,General Contractor,Small,139,25.05,0.1292,3481.95,Won,21.81,3031.59,19.04,2646.56,385.03,10-15%
ORD-105456,2025-01-26,2025-Q1,West,Ava Thornton,Windows & Doors,Vinyl Double-Hung Window,Homebuilder,Large,229,310.41,0.098,71083.89,Won,279.99,64117.71,204.87,46915.23,17202.48,5-10%
ORD-100791,2025-01-27,2025-Q1,North,Grant Holloway,Insulation,Mineral Wool R-23,DIY/Individual,Small,167,28.6,0.0232,4776.2,Won,27.94,4665.98,21.74,3630.58,1035.4,0-5%
ORD-103979,2025-01-27,2025-Q1,East,Rachel Lindqvist,Hardware & Fasteners,Joist Hangers 2x8,General Contractor,Small,826,2.94,0.051,2428.44,Won,2.79,2304.54,2.47,2040.22,264.32,5-10%
ORD-100792,2025-01-27,2025-Q1,North,Marcus Preston,Flooring,Carpet Tile Commercial,Homebuilder,Large,965,43.08,0.0555,41572.2,Won,40.69,39265.85,29.29,28264.85,11001.0,5-10%
ORD-107172,2025-01-27,2025-Q1,Central,DerekSullivan,Lumber,"Plywood CDX 3/4""",Homebuilder,Medium,1559,6.45,0.0188,10055.55,Lost,6.33,0.0,5.55,0.0,0.0,0-5%
ORD-107157,2025-01-27,2025-Q1,Central,Owen Fletcher,Flooring,Engineered Hardwood Oak,Homebuilder,Medium,132,44.61,0.0286,5888.52,Won,43.33,5719.56,30.33,4003.56,1716.0,0-5%
ORD-102477,2025-01-27,2025-Q1,South,Sharon Dell,Lumber,2x4 SPF Stud 8ft,Retailer,Medium,1569,6.45,0.0924,10120.05,Won,5.85,9178.65,5.55,8707.95,470.7,5-10%
ORD-100833,2025-01-27,2025-Q1,North,Dana Whitfield,Insulation,Fiberglass Batt R-13,Retailer,Medium,655,32.32,0.0446,21169.6,Won,30.88,20226.4,24.56,16086.8,4139.6,0-5%
ORD-107175,2025-01-27,2025-Q1,Central,DerekSullivan,Lumber,"OSB Sheathing 7/16""",Homebuilder,Small,603,6.71,0.0017,4046.13,Lost,6.7,0.0,5.77,0.0,0.0,0-5%
ORD-105573,2025-01-27,2025-Q1,West,Maya Iyer,Insulation,Mineral Wool R-23,Government/Municipal,Medium,544,25.59,0.0731,13920.96,Won,23.72,12903.68,19.45,10580.8,2322.88,5-10%
ORD-107029,2025-01-27,2025-Q1,Central,Leo Castellano,Roofing,Underlayment Synthetic,Homebuilder,Large,418,93.34,0.1097,39016.12,Lost,83.1,0.0,65.34,0.0,0.0,10-15%
ORD-100884,2025-01-27,2025-Q1,North,Dana Whitfield,Concrete & Masonry,Brick Modular (pallet),DIY/Individual,Medium,565,24.3,0.0334,13729.5,Lost,23.49,0.0,18.95,0.0,0.0,0-5%
ORD-100953,2025-01-27,2025-Q1,North,Dana Whitfield,Lumber,"OSB Sheathing 7/16""",General Contractor,Medium,1810,6.28,0.0022,11366.8,Won,6.27,11348.7,5.4,9774.0,1574.7,0-5%
ORD-100982,2025-01-27,2025-Q1,North,Priya Nadella,Flooring,Porcelain Tile 24x24,General Contractor,Large,887,48.9,0.0319,43374.3,Lost,47.34,0.0,33.25,0.0,0.0,0-5%
ORD-102456,2025-01-27,2025-Q1,South,Sharon Dell,Lumber,"Plywood CDX 3/4""",Retailer,Small,708,6.0,0.2036,4248.0,Lost,4.78,0.0,5.16,0.0,0.0,20-25%
ORD-103868,2025-01-27,2025-Q1,East,Rachel Lindqvist,Concrete & Masonry,Concrete Mix 80lb,General Contractor,Medium,642,20.37,0.0811,13077.54,Won,18.72,12018.24,15.89,10201.38,1816.86,5-10%
ORD-100926,2025-01-27,2025-Q1,North,Dana Whitfield,Windows & Doors,Impact-Rated Window,Homebuilder,Enterprise,313,320.45,0.0529,100300.85,Lost,303.5,0.0,211.5,0.0,0.0,5-10%
ORD-105531,2025-01-27,2025-Q1,West,Brett Okafor,Insulation,Spray Foam Kit 600bf,General Contractor,Medium,466,26.73,0.0727,12456.18,Won,24.79,11552.14,20.31,9464.46,2087.68,5-10%
ORD-105543,2025-01-27,2025-Q1,West,Brett Okafor,Windows & Doors,Commercial Storefront Unit,Homebuilder,Large,209,306.17,0.055,63989.53,Won,289.33,60469.97,202.07,42232.63,18237.34,5-10%
ORD-106999,2025-01-27,2025-Q1,Central,DerekSullivan,Windows & Doors,Commercial Storefront Unit,General Contractor,Large,233,257.88,0.0335,60086.04,Won,249.25,58075.25,170.2,39656.6,18418.65,0-5%
ORD-105428,2025-01-28,2025-Q1,West,Cole Sanderson,Flooring,Carpet Tile Commercial,Homebuilder,Medium,247,45.13,0.0475,11147.11,Won,42.99,10618.53,30.69,7580.43,3038.1,0-5%
ORD-105613,2025-01-28,2025-Q1,West,Sam Kowalski,Drywall,"Drywall 1/2"" 4x8",Retailer,Small,419,11.61,0.0082,4864.59,Lost,11.51,0.0,9.52,0.0,0.0,0-5%
ORD-105481,2025-01-28,2025-Q1,West,Sam Kowalski,Windows & Doors,Impact-Rated Window,Homebuilder,Medium,48,336.24,0.0741,16139.52,Won,311.32,14943.36,221.92,10652.16,4291.2,5-10%
ORD-105583,2025-01-28,2025-Q1,West,Cole Sanderson,Roofing,Standing Seam Metal Panel,Homebuilder,Large,600,89.55,0.0437,53730.0,Lost,85.64,0.0,62.68,0.0,0.0,0-5%
ORD-105529,2025-01-28,2025-Q1,West,Ava Thornton,Concrete & Masonry,Rebar #4 20ft,Retailer,Small,207,23.64,0.0697,4893.48,Won,21.99,4551.93,18.44,3817.08,734.85,5-10%
ORD-103942,2025-01-28,2025-Q1,East,Rachel Lindqvist,Insulation,Rigid Foam R-10 4x8,Government/Municipal,Large,1136,23.24,0.0973,26400.64,Won,20.98,23833.28,17.66,20061.76,3771.52,5-10%
ORD-100776,2025-01-28,2025-Q1,North,Marcus Preston,Insulation,Spray Foam Kit 600bf,Homebuilder,Large,927,28.17,0.0819,26113.59,Lost,25.86,0.0,21.41,0.0,0.0,5-10%
ORD-102533,2025-01-28,2025-Q1,South,Miguel Santos,Drywall,"Drywall 1/2"" 4x8",Government/Municipal,Medium,982,14.68,0.1612,14415.76,Won,12.31,12088.42,12.04,11823.28,265.14,15-20%
ORD-100837,2025-01-28,2025-Q1,North,Priya Nadella,Windows & Doors,Sliding Patio Door,Homebuilder,Large,248,310.7,0.0417,77053.6,Lost,297.74,0.0,205.06,0.0,0.0,0-5%
ORD-107057,2025-01-28,2025-Q1,Central,Owen Fletcher,Drywall,Drywall Tape 500ft,General Contractor,Medium,939,12.58,0.0387,11812.62,Lost,12.09,0.0,10.32,0.0,0.0,0-5%
ORD-100932,2025-01-28,2025-Q1,North,Marcus Preston,Drywall,Drywall Tape 500ft,DIY/Individual,Medium,431,13.71,0.0279,5909.01,Won,13.33,5745.23,11.24,4844.44,900.79,0-5%
ORD-107135,2025-01-28,2025-Q1,Central,Hannah Voss,Concrete & Masonry,Rebar #4 20ft,General Contractor,Large,1630,21.2,0.0298,34556.0,Lost,20.57,0.0,16.54,0.0,0.0,0-5%
ORD-103982,2025-01-29,2025-Q1,East,Rachel Lindqvist,Concrete & Masonry,Concrete Mix 80lb,General Contractor,Medium,594,21.64,0.085,12854.16,Lost,19.8,0.0,16.88,0.0,0.0,5-10%
ORD-105492,2025-01-29,2025-Q1,West,Cole Sanderson,Windows & Doors,Commercial Storefront Unit,Homebuilder,Large,286,325.67,0.0,93141.62,Lost,325.67,0.0,214.94,0.0,0.0,0-5%
ORD-100951,2025-01-29,2025-Q1,North,Grant Holloway,Flooring,LVP Waterproof (sqft),Homebuilder,Medium,137,46.66,0.0415,6392.42,Lost,44.73,0.0,31.73,0.0,0.0,0-5%
ORD-105435,2025-01-29,2025-Q1,West,Sam Kowalski,Flooring,Porcelain Tile 24x24,Homebuilder,Medium,149,52.61,0.1027,7838.89,Lost,47.21,0.0,35.77,0.0,0.0,10-15%
ORD-105617,2025-01-29,2025-Q1,West,Cole Sanderson,Flooring,Laminate 12mm,Homebuilder,Small,66,53.45,0.1414,3527.7,Lost,45.89,0.0,36.35,0.0,0.0,10-15%
ORD-102410,2025-01-29,2025-Q1,South,Sharon Dell,Windows & Doors,Vinyl Double-Hung Window,General Contractor,Medium,18,332.97,0.1301,5993.46,Lost,289.64,0.0,219.76,0.0,0.0,10-15%
ORD-100907,2025-01-29,2025-Q1,North,Elena Vasquez,Roofing,Standing Seam Metal Panel,Retailer,Medium,74,90.72,0.0693,6713.28,Lost,84.43,0.0,63.5,0.0,0.0,5-10%
ORD-100822,2025-01-29,2025-Q1,North,Priya Nadella,Windows & Doors,Sliding Patio Door,Government/Municipal,Large,189,348.01,0.0961,65773.89,Won,314.56,59451.84,229.69,43411.41,16040.43,5-10%
ORD-100890,2025-01-29,2025-Q1,North,Tom Becker,Insulation,Mineral Wool R-23,Government/Municipal,Medium,582,30.88,0.0358,17972.16,Lost,29.78,0.0,23.47,0.0,0.0,0-5%
ORD-100842,2025-01-29,2025-Q1,North,Elena Vasquez,Drywall,"Moisture-Resist 5/8"" 4x12",Homebuilder,Medium,1595,14.57,0.084,23239.15,Won,13.35,21293.25,11.95,19060.25,2233.0,5-10%
ORD-105430,2025-01-29,2025-Q1,West,Ava Thornton,Concrete & Masonry,Portland Cement 94lb,DIY/Individual,Medium,381,22.89,0.0962,8721.09,Won,20.69,7882.89,17.85,6800.85,1082.04,5-10%
ORD-106998,2025-01-29,2025-Q1,Central,Leo Castellano,Hardware & Fasteners,"Deck Screws #9 x 2.5""",DIY/Individual,Small,582,3.08,0.0015,1792.56,Lost,3.08,0.0,2.59,0.0,0.0,0-5%
ORD-105565,2025-01-29,2025-Q1,West,Ava Thornton,Roofing,Underlayment Synthetic,Homebuilder,Small,31,76.59,0.0583,2374.29,Lost,72.12,0.0,53.61,0.0,0.0,5-10%
ORD-107101,2025-01-29,2025-Q1,Central,DerekSullivan,Concrete & Masonry,Portland Cement 94lb,Homebuilder,Small,159,22.96,0.135,3650.64,Won,19.86,3157.74,17.91,2847.69,310.05,10-15%
ORD-102502,2025-01-29,2025-Q1,South,Ronnie Prewitt,Hardware & Fasteners,"Deck Screws #9 x 2.5""",General Contractor,Small,1672,2.94,0.0899,4915.68,Lost,2.68,0.0,2.47,0.0,0.0,5-10%
ORD-102526,2025-01-29,2025-Q1,South,Miguel Santos,Concrete & Masonry,Rebar #4 20ft,Homebuilder,Large,1985,21.4,0.1762,42479.0,Lost,17.63,0.0,16.69,0.0,0.0,15-20%
ORD-107156,2025-01-29,2025-Q1,Central,Hannah Voss,Insulation,Spray Foam Kit 600bf,Homebuilder,Medium,892,24.34,0.0713,21711.28,Won,22.6,20159.2,18.5,16502.0,3657.2,5-10%
ORD-107102,2025-01-29,2025-Q1,Central,Leo Castellano,Concrete & Masonry,Portland Cement 94lb,Homebuilder,Large,1559,23.77,0.0425,37057.43,Lost,22.76,0.0,18.54,0.0,0.0,0-5%
ORD-102453,2025-01-29,2025-Q1,South,Wade Hutchins,Drywall,"Cement Board 1/2""",General Contractor,Medium,1084,13.78,0.0523,14937.52,Lost,13.06,0.0,11.3,0.0,0.0,5-10%
ORD-103905,2025-01-29,2025-Q1,East,Andre Coleman,Insulation,Fiberglass Batt R-13,DIY/Individual,Medium,234,26.03,0.0346,6091.02,Won,25.13,5880.42,19.78,4628.52,1251.9,0-5%
ORD-107080,2025-01-29,2025-Q1,Central,Owen Fletcher,Insulation,Blown-In Cellulose,Homebuilder,Medium,537,26.53,0.1127,14246.61,Won,23.54,12640.98,20.16,10825.92,1815.06,10-15%
ORD-107168,2025-01-29,2025-Q1,Central,Leo Castellano,Flooring,Carpet Tile Commercial,General Contractor,Medium,235,43.23,0.0332,10159.05,Lost,41.79,0.0,29.4,0.0,0.0,0-5%
ORD-107115,2025-01-30,2025-Q1,Central,DerekSullivan,Insulation,Rigid Foam R-10 4x8,Government/Municipal,Medium,345,29.42,0.062,10149.9,Won,27.6,9522.0,22.36,7714.2,1807.8,5-10%
ORD-103887,2025-01-30,2025-Q1,East,Andre Coleman,Drywall,"Moisture-Resist 5/8"" 4x12",Homebuilder,Medium,1050,12.57,0.0,13198.5,Won,12.57,13198.5,10.31,10825.5,2373.0,0-5%
ORD-105496,2025-01-30,2025-Q1,West,Maya Iyer,Drywall,"Moisture-Resist 5/8"" 4x12",Homebuilder,Medium,1584,15.26,0.067,24171.84,Lost,14.24,0.0,12.51,0.0,0.0,5-10%
ORD-105508,2025-01-30,2025-Q1,West,Julia Reyes,Flooring,Laminate 12mm,General Contractor,Medium,331,52.32,0.0723,17317.92,Won,48.54,16066.74,35.58,11776.98,4289.76,5-10%
ORD-107019,2025-01-30,2025-Q1,Central,DerekSullivan,Flooring,Carpet Tile Commercial,General Contractor,Medium,557,37.16,0.0879,20698.12,Won,33.89,18876.73,25.27,14075.39,4801.34,5-10%
ORD-103852,2025-01-30,2025-Q1,East,Andre Coleman,Lumber,LVL Beam 1.75x11.875,Homebuilder,Medium,1568,6.35,0.0539,9956.8,Lost,6.01,0.0,5.46,0.0,0.0,5-10%
ORD-100918,2025-01-30,2025-Q1,North,Elena Vasquez,Roofing,TPO Membrane 60mil,Homebuilder,Medium,224,82.69,0.0,18522.56,Lost,82.69,0.0,57.88,0.0,0.0,0-5%
ORD-100808,2025-01-30,2025-Q1,North,Priya Nadella,Windows & Doors,Vinyl Double-Hung Window,Homebuilder,Enterprise,337,311.63,0.0601,105019.31,Won,292.9,98707.3,205.68,69314.16,29393.14,5-10%
ORD-100777,2025-01-31,2025-Q1,North,Elena Vasquez,Drywall,Drywall Tape 500ft,General Contractor,Medium,717,15.11,0.0918,10833.87,Won,13.72,9837.24,12.39,8883.63,953.61,5-10%
ORD-105500,2025-01-31,2025-Q1,West,Cole Sanderson,Flooring,Porcelain Tile 24x24,Government/Municipal,Large,942,47.89,0.0636,45112.38,Lost,44.84,0.0,32.57,0.0,0.0,5-10%
ORD-100820,2025-01-31,2025-Q1,North,Dana Whitfield,Windows & Doors,Commercial Storefront Unit,Government/Municipal,Large,147,310.7,0.0459,45672.9,Won,296.44,43576.68,205.06,30143.82,13432.86,0-5%
ORD-107163,2025-01-31,2025-Q1,Central,Leo Castellano,Concrete & Masonry,Portland Cement 94lb,Retailer,Medium,324,21.82,0.0526,7069.68,Lost,20.67,0.0,17.02,0.0,0.0,5-10%
ORD-103836,2025-01-31,2025-Q1,East,Nina Abrams,Concrete & Masonry,Concrete Block 8x8x16,Government/Municipal,Medium,657,21.96,0.0935,14427.72,Lost,19.91,0.0,17.13,0.0,0.0,5-10%
ORD-100824,2025-01-31,2025-Q1,North,Tom Becker,Hardware & Fasteners,Joist Hangers 2x8,General Contractor,Small,1578,2.93,0.0893,4623.54,Won,2.67,4213.26,2.46,3881.88,331.38,5-10%
ORD-100936,2025-01-31,2025-Q1,North,Dana Whitfield,Concrete & Masonry,Concrete Mix 80lb,Homebuilder,Large,1302,22.47,0.0437,29255.94,Won,21.49,27979.98,17.53,22824.06,5155.92,0-5%
ORD-100814,2025-01-31,2025-Q1,North,Elena Vasquez,Concrete & Masonry,Brick Modular (pallet),General Contractor,Large,1636,18.49,0.1006,30249.64,Lost,16.63,0.0,14.42,0.0,0.0,10-15%
ORD-105623,2025-01-31,2025-Q1,West,Sam Kowalski,Concrete & Masonry,Concrete Mix 80lb,General Contractor,Medium,888,21.89,0.0805,19438.32,Won,20.13,17875.44,17.07,15158.16,2717.28,5-10%
ORD-103971,2025-01-31,2025-Q1,East,Sofia Marchetti,Lumber,LVL Beam 1.75x11.875,General Contractor,Small,810,5.88,0.0383,4762.8,Won,5.65,4576.5,5.06,4098.6,477.9,0-5%
